"N",Urban and Regional Studies,1.7822788509808767,0.3496724546573553,0.8041346493032857
"N",Mechanical Engineering,0.0,0.1779236066048463,0.3581761576421957
"N",Environmental Engineering,0.0,0.13417079765379158,0.07747967494452046
"Y",Feminist,0.2523713961848272,0.6755772623846353,0.23912009817795743
"Y",Computer Science,0.1256771446713596,0.9789268782771168,0.05598621437033402
"N",Nutritional Sciences,0.9046663793878014,0.49813696671950547,0.2236508857987426
"Y",Environmental Engineering,0.015278579579240503,0.8697442356403615,0.12338670665156592
"N",Mechanical Engineering,0.3239763448312727,0.19467650262285252,0.44770636353985327
"Y",Environmental and Sustainability Sciences,0.2309690334879445,0.7853546137438258,0.17077314229126916
"N",Applied Economics and Management,0.3461625481222562,0.02494017648263347,0.6493980124647668
"N",Mechanical Engineering,0.8331367304283606,0.32993374888276106,0.2485566943555353
"N",Classics,0.0,0.02013844137918197,0.5555606826532535
"N",Nutritional Sciences,1.9778379153948702,0.38575906499230783,0.6600745876882047
"Y",Nutritional Sciences,0.6892072927405613,0.8439059625581442,0.002784734560173252
"Y",Food Science,0.8285512338372544,0.6511188685719355,0.45238492580198963
"Y",Africana Studies,0.03318766170983478,0.8049222925843356,0.768853764282629
"N",Biological Sciences,0.7117045072863164,0.24647762647521043,0.6177478393254368
"Y",Accounting,0.36374001751304363,0.5168858553964719,0.17882054577872397
"N",Independent Major—Engineering,0.21864108472445298,0.01774616115726213,0.15815988306750894
"Y",Linguistics,0.07006707807606949,0.8041767587829949,0.5254975716077018
"N",Animal Science,0.5286631213752959,0.15017865852676093,0.3180217773265749
"Y",Computer Science,0.7369315835658306,0.7890168430023924,0.1140075475927197
"Y",Biological Sciences,0.08399884104860211,0.5055955954827848,0.023409398815592564
"Y",Economics,0.11729469443343488,0.5215400392879678,0.08140784298696446
"Y",Anthropology,0.7811098308565008,0.52106755452557,0.24015824876032876
"Y",Mathematics,0.4994619753560978,0.6812598665915749,0.1470842402300555
"Y",Statistical Science,0.7041249174368518,0.8201629926172948,0.6790876381979525
"N",Human Development,0.3896777681185686,0.10743936287503264,0.7149593056536218
"Y",Communication,0.25485238474620986,0.5422242397189245,0.11434523964038124
"N",Biological Engineering,1.3436132844964281,0.1154750664741847,0.6138428149630252
"N",Development Sociology,1.1990629244088877,0.37598113184063464,0.6015506547425503
"N",Environmental Engineering,0.689616996681354,0.35968652725896255,0.3791366417589349
"Y",Biomedical Engineering,0.16858064012143736,0.5936305279779496,0.18318053688886016
"Y",Africana Studies,0.26843638769619094,0.6599704843188953,0.10505045627715104
"Y",Policy Analysis and Management,0.4258248610348754,0.7908689919155384,0.4635810326584079
"N",Statistical Science,0.6106110224387257,0.4923425469038758,0.8748459104818066
"N",Human Development,1.9438081743058981,0.27318713901382463,0.7100701987249137
"Y",Operations Research and Engineering,0.22093195834339485,0.8081358104579413,0.46783010015287785
"N",Environmental Engineering,0.7069281550029094,0.030130659172681984,0.8588099966084136
"N",Biological Sciences,1.0055698804790334,0.23728234764611278,0.6344325937728031
"Y",Linguistics,0.424064508416493,0.9009904404355031,0.3133751142405966
"N",Religious Studies,0.27824545275249346,0.4660711368311221,0.6129948605934546
"Y",Nutritional Sciences,0.7084184204272495,0.9423127536220147,0.508727066861147
"N",Independent Major—Engineering,1.2793952415457825,0.39092158484762674,0.22964894596356755
"Y",Nutritional Sciences,0.4109614807414196,0.5393418578139221,0.6741817939674793
"Y",Mathematics,0.7582374472752359,0.6627671692068973,0.17923213870408594
"N",Linguistics,0.0,0.28360735532466774,0.7264116952106512
"Y",Urban and Regional Studies,0.22413557792572314,0.788983385657843,0.5447299098326572
"Y",Fine Arts,0.6260143643758638,0.6625697963631503,0.09316215318860144
"Y",Accounting,0.9841725229270291,0.8077617701918988,0.27601181371769945
"N",Music,1.463507745524804,0.04145440331235939,0.6491131273413976
"Y",Chemical Engineering,0.19887044793539865,0.6803047932782463,0.2389065513834414
"Y",Applied Economics and Management,0.5663021003520857,0.7188516425192317,0.1617966552544472
"Y",Religious Studies,0.38319408600573257,0.9503297846682707,0.556232198768877
