"Y",Chemical Engineering,0.0,0.46687340854253356,0.30077686663878234
"Y",Statistical Science,1.865710805304702,0.7125531926015904,0.5690858116583329
"N",Science and Technology Studies,0.4714918966167937,0.9979930196656245,0.6001676333752127
"Y",Operations Research and Engineering,0.9604195719173216,0.24113693649914902,0.01087004345340492
"Y",Computer Science,0.0,0.5130998240097447,0.8209120305120103
"Y",History,0.20077158106914528,0.9207895229814517,0.36264785724797133
"Y",Accounting,0.5256175042713975,0.25221605996488017,0.043402285421398124
"N",Africana Studies,1.0969516564684452,0.64837750480522,0.5775283260686364
"N",Environmental and Sustainability Sciences,0.811394038304335,0.46337566726056223,0.382655338630734
"N",Food Science,0.0,0.5138213199195875,0.6724345447280805
"Y",Chemical Engineering,0.0,0.846562679104172,0.5146930231253033
"Y",Animal Science,1.3573731749497915,0.21212901423631858,0.4384041039733786
"N",Science and Technology Studies,0.3912057680045655,0.598842139212644,0.9418142951548716
"Y",Nutritional Sciences,0.6088035049037757,0.7195042643138958,0.3998004939949763
"Y",Food Science,0.026335099472120205,0.8290706946981107,0.58878873918018
"N",Statistical Science,0.7849285061966523,0.18081444673753289,0.8879292117993878
"Y",Fine Arts,0.0,0.8381853204839065,0.95583169124794
"N",Linguistics,0.0,0.5101660307010403,0.905910560772341
"Y",Food Science,0.5769459762308693,0.7323241012245898,0.16267370330647413
"Y",Independent Major—Engineering,0.3654017774325786,0.26177567392023593,0.8810352238754959
"Y",Fine Arts,0.7773615135225331,0.7405200269360972,0.8170630611625055
"Y",Independent Major—Engineering,0.0,0.24573303434616245,0.7376490714675111
"Y",Environmental and Sustainability Sciences,1.139290111354793,0.9695519988442042,0.7674146968391405
"Y",Computer Science,1.3797216796922376,0.07153601865437675,0.8670460927335902
"N",Mechanical Engineering,0.38179603616263547,0.7542553378654193,0.804819198306505
"N",Music,1.5715016206461887,0.4499772149718464,0.7020819158546221
"Y",Biological Sciences,0.5066078543520984,0.6597537180550225,0.7918967807171072
"N",French,0.7629255175509656,0.6320633636398126,0.41079604090805444
"Y",Operations Research and Engineering,1.2549214006782234,0.8255665940368022,0.4154623460228103
"N",Music,0.5007998711184666,0.9395979660791317,0.9946907803077094
"Y",Mechanical Engineering,0.0024445954034513218,0.09047986609211112,0.8285230338927156
